score_i-1,score_i,score_i+1,purity_i-1,purity_i,purity_i+1,review_score,review_purity,Sentiment
0.0,0.000112477384392,0.0,0.0,1.65407918224e-06,0.0,-0.0667323802368,-0.000635440287336,0
0.000112477384392,0.0,0.0,1.65407918224e-06,0.0,0.0,-0.0667323802368,-0.000635440287336,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0667323802368,-0.000635440287336,0
0.0,0.0,0.000345291181773,0.0,0.0,1.10670250568e-06,-0.0667323802368,-0.000635440287336,1
0.0,0.000345291181773,0.0031850636521,0.0,1.10670250568e-06,1.64178538768e-05,-0.0667323802368,-0.000635440287336,0
0.000345291181773,0.0031850636521,0.0,1.10670250568e-06,1.64178538768e-05,0.0,-0.0667323802368,-0.000635440287336,1
0.0031850636521,0.0,0.0,1.64178538768e-05,0.0,0.0,-0.0667323802368,-0.000635440287336,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0667323802368,-0.000635440287336,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0667323802368,-0.000635440287336,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0667323802368,-0.000635440287336,0
0.0,0.0,-0.0352723255546,0.0,0.0,-0.000342449762666,-0.0667323802368,-0.000635440287336,0
0.0,-0.0352723255546,0.000112477384392,0.0,-0.000342449762666,2.55630419074e-06,-0.0667323802368,-0.000635440287336,-1
-0.0352723255546,0.000112477384392,-0.035384802939,-0.000342449762666,2.55630419074e-06,-0.000315935740527,-0.0667323802368,-0.000635440287336,-1
0.000112477384392,-0.035384802939,0.0,2.55630419074e-06,-0.000315935740527,0.0,-0.0667323802368,-0.000635440287336,1
0.0,1.74824160277e-06,0.0,0.0,6.24372000988e-08,0.0,-0.173738698794,-0.00386083047658,1
1.74824160277e-06,0.0,0.0,6.24372000988e-08,0.0,0.0,-0.173738698794,-0.00386083047658,-1
0.0,0.0,-3.93216e-07,0.0,0.0,-2.82889208633e-09,-0.173738698794,-0.00386083047658,-1
0.0,-3.93216e-07,-0.17374005382,0.0,-2.82889208633e-09,-0.00386089008489,-0.173738698794,-0.00386083047658,-1
-3.93216e-07,-0.17374005382,0.0,-2.82889208633e-09,-0.00386089008489,0.0,-0.173738698794,-0.00386083047658,-1
-0.17374005382,0.0,0.0,-0.00386089008489,0.0,0.0,-0.173738698794,-0.00386083047658,1
0.0,0.0,0.0,0.0,0.0,0.0,-0.173738698794,-0.00386083047658,1
0.0,0.0,0.0,0.0,0.0,0.0,0.16954798775,0.00296389694156,0
0.0,0.0,0.166475401482,0.0,0.0,0.00292062107863,0.16954798775,0.00296389694156,0
0.0,0.166475401482,0.00307258626771,0.0,0.00292062107863,4.32758629254e-05,0.16954798775,0.00296389694156,0
0.166475401482,0.00307258626771,0.0,0.00292062107863,4.32758629254e-05,0.0,0.16954798775,0.00296389694156,0
0.00307258626771,0.0,0.0,4.32758629254e-05,0.0,0.0,0.16954798775,0.00296389694156,0
0.0,0.0,0.0,0.0,0.0,0.0,0.16954798775,0.00296389694156,0
0.0,0.0159375936771,0.00307258626771,0.0,0.000270128706392,4.87712105985e-05,0.0190101799448,0.000318899916991,0
0.0159375936771,0.00307258626771,0.0,0.000270128706392,4.87712105985e-05,0.0,0.0190101799448,0.000318899916991,0
0.00307258626771,0.0,0.0,4.87712105985e-05,0.0,0.0,0.0190101799448,0.000318899916991,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0190101799448,0.000318899916991,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0190101799448,0.000318899916991,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0190101799448,0.000318899916991,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.656682287755,0.0,0.0,-0.00446722644731,0.0,-1.38457506772,-0.0090676985868,0
-0.656682287755,0.0,0.0,-0.00446722644731,0.0,0.0,-1.38457506772,-0.0090676985868,0
0.0,0.0,0.00307258626771,0.0,0.0,2.13374046368e-05,-1.38457506772,-0.0090676985868,1
0.0,0.00307258626771,1.12906734695e-05,0.0,2.13374046368e-05,4.48042597998e-08,-1.38457506772,-0.0090676985868,0
